pbframe	pbframelabel	pbrole	fnframe	vaframe
pbrs:admonish-02	chastise	pblr:admonish-02.chastiser		va:0035f
pbrs:admonish-02	chastise	pblr:admonish-02.chastised		va:0035f
pbrs:adopt-01	take on as one's own	pblr:adopt-01.secondary-attibute		va:0005f
pbrs:adopt-01	take on as one's own	pblr:adopt-01.thing-adopted		va:0005f
pbrs:adopt-01	take on as one's own	pblr:adopt-01.adopter		va:0005f
pbrs:adorable-02	exceptionally cute	pblr:adorable-02.cutie-pie		
pbrs:adorable-02	exceptionally cute	pblr:adorable-02.perceiver		
pbrs:adore-01	have fond feelings for	pblr:adore-01.thing-adored		va:0344f
pbrs:adore-01	have fond feelings for	pblr:adore-01.adorer		va:0344f
pbrs:adorn-01	to decorate with or as if with ornaments	pblr:adorn-01.ornaments		va:0400f
pbrs:adorn-01	to decorate with or as if with ornaments	pblr:adorn-01.entity-adorned		va:0400f
pbrs:adorn-01	to decorate with or as if with ornaments	pblr:adorn-01.decorator		va:0400f
pbrs:adrenalectomize-01	surgically remove one or both adrenal glands	pblr:adrenalectomize-01.agent		
pbrs:adrenalectomize-01	surgically remove one or both adrenal glands	pblr:adrenalectomize-01.patient		
pbrs:adsorb-01	to accumulate on a surface	pblr:adsorb-01.adsorbed-substance		
pbrs:adsorb-01	to accumulate on a surface	pblr:adsorb-01.surface-on-which-substance-is-accumulating		
pbrs:adulterate-01	dilute, weaken	pblr:adulterate-01.weakened-entity		
pbrs:adulterate-01	dilute, weaken	pblr:adulterate-01.agent		
pbrs:adulterate-01	dilute, weaken	pblr:adulterate-01.instrument		
pbrs:advance-01	move forward or upward	pblr:advance-01.agent		va:0430f
pbrs:advance-01	move forward or upward	pblr:advance-01.thing-advancing		va:0430f
pbrs:advance-01	move forward or upward	pblr:advance-01.start-point		va:0430f
pbrs:advance-01	move forward or upward	pblr:advance-01.attribute-of-arg1		va:0430f
pbrs:advance-01	move forward or upward	pblr:advance-01.end-point		va:0430f
pbrs:advance-01	move forward or upward	pblr:advance-01.extent-of-advancement		va:0430f
pbrs:advance-03	pay out a portion of wages/credit before they are due	pblr:advance-03.total-wages		
pbrs:advance-03	pay out a portion of wages/credit before they are due	pblr:advance-03.transaction		
pbrs:advance-03	pay out a portion of wages/credit before they are due	pblr:advance-03.payer		
pbrs:advance-03	pay out a portion of wages/credit before they are due	pblr:advance-03.wages-paid-ahead-of-time		
pbrs:advance-03	pay out a portion of wages/credit before they are due	pblr:advance-03.payee		
pbrs:advanced-02	progressive, cutting edge	pblr:advanced-02.progressive-entity		
pbrs:advanced-02	progressive, cutting edge	pblr:advanced-02.domain		
pbrs:advantage-01		pblr:advantage-01.advantageous-for-whom		va:0290f
pbrs:advantage-01		pblr:advantage-01.domain-or-task-where-the-advantage-is-applied		va:0290f
pbrs:advantage-01		pblr:advantage-01.comparatively-disadvantaged-party		va:0290f
pbrs:advantage-01		pblr:advantage-01.thing-that-provides-advantage		va:0290f
pbrs:advect-01	horizontal transfer of mass (usually fluid or atmospheric)	pblr:advect-01.cause-of-movement		
pbrs:advect-01	horizontal transfer of mass (usually fluid or atmospheric)	pblr:advect-01.air		
pbrs:advent-01		pblr:advent-01.thing-arriving		
pbrs:adventure-01	courageous expedition	pblr:adventure-01.the-adventure		
pbrs:adventure-01	courageous expedition	pblr:adventure-01.adventurer		
pbrs:adventurous-02	seeking, characterized by adventure	pblr:adventurous-02.adventurous-thing		
pbrs:advert-01	to call attention to, refer to	pblr:advert-01.entity-referred-to		
pbrs:advert-01	to call attention to, refer to	pblr:advert-01.attention-getter		
pbrs:advertise-01	make a commercial pitch	pblr:advertise-01.thing-being-pitched		va:0334f
pbrs:advertise-01	make a commercial pitch	pblr:advertise-01.advertiser		va:0334f
pbrs:advil-01	use advil	pblr:advil-01.advil-user		
pbrs:advisable-02	prudent, wise	pblr:advisable-02.prudent		
pbrs:advise-01	give advice	pblr:advise-01.entity-giving-advice		va:0177f
pbrs:advise-01	give advice	pblr:advise-01.entity-getting-advice		va:0177f
pbrs:advise-01	give advice	pblr:advise-01.advice		va:0177f
pbrs:advocate-01	suggest	pblr:advocate-01.suggestion		va:0227f
pbrs:advocate-01	suggest	pblr:advocate-01.advocate		va:0227f
pbrs:advocate-01	suggest	pblr:advocate-01.recipient-of-advice		va:0227f
pbrs:aerate-01	exchange of carbon dioxide for oxygen	pblr:aerate-01.cause-of-exchange		
pbrs:aerate-01	exchange of carbon dioxide for oxygen	pblr:aerate-01.thing		
pbrs:aerosolize-01	to disperse as an aerosol	pblr:aerosolize-01.substance-being-aerosolized		
pbrs:aerosolize-01	to disperse as an aerosol	pblr:aerosolize-01.agent		
pbrs:afebrile-01	having no fever	pblr:afebrile-01.entity-without-a-fever		
pbrs:affair-01	an illicit romantic relationship	pblr:affair-01.entity-having-an-affair		
pbrs:affair-01	an illicit romantic relationship	pblr:affair-01.with-whom		
pbrs:affair-02	matter, occurance	pblr:affair-02.what-kind-of-matter		
pbrs:affair-02	matter, occurance	pblr:affair-02.participants		
pbrs:affect-01	have an effect on, have an effect on	pblr:affect-01.instrument		va:0201f
pbrs:affect-01	have an effect on, have an effect on	pblr:affect-01.thing-affected		va:0201f
pbrs:affect-01	have an effect on, have an effect on	pblr:affect-01.thing-affecting		va:0201f
pbrs:affect-02	assume, take on	pblr:affect-02.agent		va:0622f
pbrs:affect-02	assume, take on	pblr:affect-02.characteristic		va:0622f
pbrs:affection-01	feel fondly towards	pblr:affection-01.target-of-affection		
pbrs:affection-01	feel fondly towards	pblr:affection-01.entity-feeling-positive-emotion		
pbrs:affiliate-01	to adopt or accept as a member, association with	pblr:affiliate-01.affiliated-with		va:0217f
pbrs:affiliate-01	to adopt or accept as a member, association with	pblr:affiliate-01.entity-affiliated		va:0217f
pbrs:affiliate-01	to adopt or accept as a member, association with	pblr:affiliate-01.causer-of-affiliation		va:0217f
pbrs:affirm-01	attest the truth or validity of	pblr:affirm-01.confirmer		va:0024f
pbrs:affirm-01	attest the truth or validity of	pblr:affirm-01.benefactive		va:0024f
pbrs:affirm-01	attest the truth or validity of	pblr:affirm-01.thing-confirmed		va:0024f
pbrs:affix-01	attach, as with glue	pblr:affix-01.instrument-of-bonding		
pbrs:affix-01	attach, as with glue	pblr:affix-01.focus-of-attachment		
pbrs:affix-01	attach, as with glue	pblr:affix-01.attacher		
pbrs:affix-01	attach, as with glue	pblr:affix-01.thing-arg-1-is-affixed-to		
pbrs:afflict-01	suffer	pblr:afflict-01.instrument		va:0431f
pbrs:afflict-01	suffer	pblr:afflict-01.entity-suffering		va:0431f
pbrs:afflict-01	suffer	pblr:afflict-01.causer-of-suffering		va:0431f
pbrs:afford-01	be able to spare, have the financial means	pblr:afford-01.haver-of-financial-means		va:0104f
pbrs:afford-01	be able to spare, have the financial means	pblr:afford-01.costly-thing		va:0104f
pbrs:afford-02	provide, make available	pblr:afford-02.provided		va:0496f
pbrs:afford-02	provide, make available	pblr:afford-02.recipient		va:0496f
pbrs:afford-02	provide, make available	pblr:afford-02.provider		va:0496f
pbrs:affordable-03	priced attainably	pblr:affordable-03.commodity-priced-attainably		
pbrs:affordable-03	priced attainably	pblr:affordable-03.entity-able-to-pay-for-arg1		
pbrs:affordable-03	priced attainably	pblr:affordable-03.price		
pbrs:affront-01	inentionally cause offense	pblr:affront-01.instrument		
pbrs:affront-01	inentionally cause offense	pblr:affront-01.offender		
pbrs:affront-01	inentionally cause offense	pblr:affront-01.offended		
pbrs:affuse-01	pour	pblr:affuse-01.causal-agent		
pbrs:affuse-01	pour	pblr:affuse-01.destination		
pbrs:affuse-01	pour	pblr:affuse-01.thing-affused		
pbrs:african-02	characterized as of african origin	pblr:african-02.african-entity		
pbrs:africanamerican-01	american, of african descent	pblr:africanamerican-01.african-american-entity		
pbrs:africanize-01	make african in trait	pblr:africanize-01.thing-changing		
pbrs:africanize-01	make african in trait	pblr:africanize-01.agent		
pbrs:aftermath-01		pblr:aftermath-01.the-fallout		
pbrs:aftermath-01		pblr:aftermath-01.precipitating-events		
pbrs:aftershock-01		pblr:aftershock-01.damages		
pbrs:aftershock-01		pblr:aftershock-01.ground-shaken		
pbrs:aftershock-01		pblr:aftershock-01.magnitude		
pbrs:aftershock-01		pblr:aftershock-01.death-toll		
pbrs:age-01	to make or become old or older, having grown older	pblr:age-01.amount-aged		va:0552f
pbrs:age-01	to make or become old or older, having grown older	pblr:age-01.entity-getting-old		va:0552f
pbrs:age-01	to make or become old or older, having grown older	pblr:age-01.causer-of-aging		va:0552f
pbrs:age-03		pblr:age-03.entity-being-assessed-for-age		
pbrs:age-03		pblr:age-03.age		
pbrs:age-03		pblr:age-03.entity-assessing-age		
pbrs:age-out-02	become too old for	pblr:age-out-02.thing-arg1-is-too-old-for		
pbrs:age-out-02	become too old for	pblr:age-out-02.entity-determining-what-the-age-cap-is		
pbrs:age-out-02	become too old for	pblr:age-out-02.entity-getting-older		
pbrs:agglomerate-01	make a cluster or pile	pblr:agglomerate-01.clustering-thing		
pbrs:agglomerate-01	make a cluster or pile	pblr:agglomerate-01.agent		
pbrs:agglomerate-01	make a cluster or pile	pblr:agglomerate-01.instrument		
pbrs:aggravate-01	make angry or worse, anger-inducing, worsening	pblr:aggravate-01.instrument		va:0432f
pbrs:aggravate-01	make angry or worse, anger-inducing, worsening	pblr:aggravate-01.thing-getting-angry-or-getting-worse		va:0432f
pbrs:aggravate-01	make angry or worse, anger-inducing, worsening	pblr:aggravate-01.stimulus		va:0432f
pbrs:aggregate-01	to bring together, collect into one sum, mass, or body	pblr:aggregate-01.thing-aggregated		
pbrs:aggregate-01	to bring together, collect into one sum, mass, or body	pblr:aggregate-01.entity-aggregating-something		
pbrs:aggregate-01	to bring together, collect into one sum, mass, or body	pblr:aggregate-01.attribute		
pbrs:aggress-01	hostile behavior, actively hostile	pblr:aggress-01.entity-aggression-is-directed-toward		
pbrs:aggress-01	hostile behavior, actively hostile	pblr:aggress-01.aggressor		
pbrs:aggress-02	fast-growing	pblr:aggress-02.forceful-thing		
pbrs:aggrieve-01	cause grief or injury	pblr:aggrieve-01.aggrieved		
pbrs:aggrieve-01	cause grief or injury	pblr:aggrieve-01.offender		
pbrs:aggrieve-01	cause grief or injury	pblr:aggrieve-01.instrument		
pbrs:agitate-01	to upset, disturb	pblr:agitate-01.experiencer		va:0582f
pbrs:agitate-01	to upset, disturb	pblr:agitate-01.causer		va:0582f
pbrs:agonize-01	suffer distress	pblr:agonize-01.cause-of-agony		va:0431f
pbrs:agonize-01	suffer distress	pblr:agonize-01.agonized-entity		va:0431f
pbrs:agree-01	agree	pblr:agree-01.other-entity-agreeing		va:0025f
pbrs:agree-01	agree	pblr:agree-01.proposition		va:0025f
pbrs:agree-01	agree	pblr:agree-01.agreer		va:0025f
pbrs:agreeable-02	agreeable	pblr:agreeable-02.what-is-agreed-to		
pbrs:agreeable-02	agreeable	pblr:agreeable-02.affable-entity		
pbrs:ah-01	express admiration or pleasure	pblr:ah-01.ah-er		
pbrs:ah-01	express admiration or pleasure	pblr:ah-01.cause-of-awe		
pbrs:ahead-01	proceding faster than designated schedule	pblr:ahead-01.entity-ahead-of-schedule		
pbrs:ahead-01	proceding faster than designated schedule	pblr:ahead-01.schedule		
pbrs:ahead-01	proceding faster than designated schedule	pblr:ahead-01.by-how-much		
pbrs:ahead-03	be winning	pblr:ahead-03.competition		
pbrs:ahead-03	be winning	pblr:ahead-03.entity-losing		
pbrs:ahead-03	be winning	pblr:ahead-03.by-how-much		
pbrs:ahead-03	be winning	pblr:ahead-03.entity-winning		
pbrs:aid-01	help	pblr:aid-01.benefactor		va:0198f
pbrs:aid-01	help	pblr:aid-01.project		va:0198f
pbrs:aid-01	help	pblr:aid-01.helper		va:0198f
pbrs:ail-01	be ill	pblr:ail-01.illness		va:0431f
pbrs:ail-01	be ill	pblr:ail-01.sick-entity		va:0431f
pbrs:aim-01	plan	pblr:aim-01.aimer		va:0032f
pbrs:aim-01	plan	pblr:aim-01.action		va:0032f
pbrs:aim-02	directed motion	pblr:aim-02.target		va:0387f
pbrs:aim-02	directed motion	pblr:aim-02.thing-in-motion		va:0387f
pbrs:aim-02	directed motion	pblr:aim-02.aimer		va:0387f
pbrs:air-01	cause to be widely visible	pblr:air-01.audience		va:0122f
pbrs:air-01	cause to be widely visible	pblr:air-01.thing-aired		va:0122f
pbrs:air-01	cause to be widely visible	pblr:air-01.airer		va:0122f
pbrs:airdrop-09	delivery via aircraft	pblr:airdrop-09.thing-delivered		
pbrs:airdrop-09	delivery via aircraft	pblr:airdrop-09.deliverer		
pbrs:airdrop-09	delivery via aircraft	pblr:airdrop-09.recipient		
pbrs:airlift-01	to transport in an airlift	pblr:airlift-01.agent		va:0003f
pbrs:airlift-01	to transport in an airlift	pblr:airlift-01.transported-to		va:0003f
pbrs:airlift-01	to transport in an airlift	pblr:airlift-01.entity-transported		va:0003f
pbrs:airlift-01	to transport in an airlift	pblr:airlift-01.transported-from		va:0003f
pbrs:airmail-01	send by air	pblr:airmail-01.letter		
pbrs:airmail-01	send by air	pblr:airmail-01.mailed-to		
pbrs:airmail-01	send by air	pblr:airmail-01.mailer		
pbrs:airstrike-12	attack from the air	pblr:airstrike-12.target-struck		
pbrs:airstrike-12	attack from the air	pblr:airstrike-12.weapon		
pbrs:airstrike-12	attack from the air	pblr:airstrike-12.striker		
pbrs:airtrapping-01	catching air as if in a trap	pblr:airtrapping-01.location-air-is-being-trapped-in		
pbrs:airtrapping-01	catching air as if in a trap	pblr:airtrapping-01.trapper		
pbrs:airtrapping-01	catching air as if in a trap	pblr:airtrapping-01.type-of-air-trapped		
pbrs:akin-01	similar, related	pblr:akin-01.second-item		
pbrs:akin-01	similar, related	pblr:akin-01.first-item		
pbrs:akin-01	similar, related	pblr:akin-01.domain-of-similarity		
pbrs:alarm-01	to give warning to, frighten	pblr:alarm-01.entity-alarmed		va:0582f
pbrs:alarm-01	to give warning to, frighten	pblr:alarm-01.warning		va:0582f
pbrs:alcoholize-01	to saturate in alcohol, or convert to alcohol	pblr:alcoholize-01.resulting-state-after-conversion		
pbrs:alcoholize-01	to saturate in alcohol, or convert to alcohol	pblr:alcoholize-01.agent-of-saturation		
pbrs:alcoholize-01	to saturate in alcohol, or convert to alcohol	pblr:alcoholize-01.entity-saturated-converted		
pbrs:alert-01	alert, warn	pblr:alert-01.warning		va:0318f
pbrs:alert-01	alert, warn	pblr:alert-01.entity-getting-warning		va:0318f
pbrs:alert-01	alert, warn	pblr:alert-01.entity-giving-warning		va:0318f
pbrs:alert-02	be alive; awake and watchful	pblr:alert-02.watchful-entity		
pbrs:alien-01	alien	pblr:alien-01.unfamiliar-thing		
pbrs:alien-01	alien	pblr:alien-01.perceiver		
pbrs:alienate-01	piss off, causing to feel like an outsider	pblr:alienate-01.entity-getting-angry		va:0435f
pbrs:alienate-01	piss off, causing to feel like an outsider	pblr:alienate-01.alienated-from-what		va:0435f
pbrs:alienate-01	piss off, causing to feel like an outsider	pblr:alienate-01.causer-of-anger		va:0435f
pbrs:alight-13		pblr:alight-13.entity-landing		
pbrs:alight-13		pblr:alight-13.landed-upon		
pbrs:align-01	arrange so as to be parallel, harmonious with	pblr:align-01.agent		va:0091f
pbrs:align-01	arrange so as to be parallel, harmonious with	pblr:align-01.entity-parallelled		va:0091f
pbrs:align-01	arrange so as to be parallel, harmonious with	pblr:align-01.subject-matter		va:0091f
pbrs:align-01	arrange so as to be parallel, harmonious with	pblr:align-01.arg1-s-parallel-axis		va:0091f
pbrs:align-01	arrange so as to be parallel, harmonious with	pblr:align-01.first-or-all-things-made-parallel		va:0091f
pbrs:align-01	arrange so as to be parallel, harmonious with	pblr:align-01.arg2-s-parallel-axis		va:0091f
pbrs:align-02		pblr:align-02.axis		
pbrs:align-02		pblr:align-02.other-entities-already-forming-a-line		
pbrs:align-02		pblr:align-02.agent		
pbrs:align-02		pblr:align-02.first-or-all-things-put-in-a-line		
pbrs:alike-05	similar	pblr:alike-05.domain-of-likeness		
pbrs:alike-05	similar	pblr:alike-05.things-that-are-alike		
pbrs:alkalify-01	make alkaline	pblr:alkalify-01.agent		
pbrs:alkalify-01	make alkaline	pblr:alkalify-01.thing-becoming-alkaline		
pbrs:alkalify-01	make alkaline	pblr:alkalify-01.instrument-or-method		
pbrs:alkylate-01	introduce an alkyl radical into (a compound)	pblr:alkylate-01.compound-alkylated		
pbrs:alkylate-01	introduce an alkyl radical into (a compound)	pblr:alkylate-01.agent		
pbrs:allay-01	to relieve, calm	pblr:allay-01.agent		va:0445f
pbrs:allay-01	to relieve, calm	pblr:allay-01.entity-relieved		va:0445f
pbrs:allege-01	say without proof	pblr:allege-01.hearer		va:0424f
pbrs:allege-01	say without proof	pblr:allege-01.speaker		va:0424f
pbrs:allege-01	say without proof	pblr:allege-01.person-against-whom-something-is-alleged		va:0424f
pbrs:allege-01	say without proof	pblr:allege-01.utterance		va:0424f
pbrs:allegiant-01	devoted, giving liege	pblr:allegiant-01.devoted-to		
pbrs:allegiant-01	devoted, giving liege	pblr:allegiant-01.devoted-entity		
pbrs:allergic-01	allergic	pblr:allergic-01.sufferer		
pbrs:allergic-01	allergic	pblr:allergic-01.cause-of-allergy		
pbrs:alleviate-01	to make (pain, problems) less severe, making some problem less severe	pblr:alleviate-01.agent		va:0198f
pbrs:alleviate-01	to make (pain, problems) less severe, making some problem less severe	pblr:alleviate-01.problems		va:0198f
pbrs:alligator-01	make rough (to resemble the hide of an alligator)	pblr:alligator-01.thing-made-scaly		
pbrs:alligator-01	make rough (to resemble the hide of an alligator)	pblr:alligator-01.alligatorer		
pbrs:allocate-01	give to, donate	pblr:allocate-01.thing-granted		va:0189f
pbrs:allocate-01	give to, donate	pblr:allocate-01.granter		va:0189f
pbrs:allocate-01	give to, donate	pblr:allocate-01.benefactive		va:0189f
